customer_id,customer_type,dynamic_segment,alert_count,rule_count,max_trigger,max_z_score,avg_num_trxns,avg_weekly_trxn_amt,trxn_amt_monthly,total_trxn_amt,cashout_count,sar_score,is_sar
000a3e6b-d732-4967-aab8-af5d2c1f8980,INDIVIDUAL,1,1,1,3913749.0,11.009,0.0,16736.65,795206.0333333332,0.0,0.0,0.9925230608510128,0
002a9162-b386-4857-9d2c-b919190d9db5,INDIVIDUAL,1,1,1,2317501.0,56.682,0.0,30783.87,798336.0,0.0,0.0,0.9999824366394867,1
00305a26-d504-456b-81f4-79b1b61a433a,INDIVIDUAL,1,1,1,2618510.0,7.89,0.0,2343.0,721902.3857142858,0.0,0.0,0.9670811599730129,0
0031f953-8985-4406-98c1-461e98ea0d78,INDIVIDUAL,1,1,1,2022902.0,5.899,0.0,94030.82,484706.5,0.0,0.0,0.9094657907820268,0
005b52b2-8fe6-4df1-9dcb-a97e8f6f0a45,INDIVIDUAL,1,1,1,1530545.0,,0.0,55812.51,1140706.3333333333,0.0,0.0,0.1992688922906352,0
007286a4-60ff-42f6-ace4-5e189d7cd997,INDIVIDUAL,1,1,1,108749.0,1.646,0.0,1162.82,257773.16666666666,0.0,0.0,0.05203292623801434,0
0089c67d-3955-4000-bd92-edd8a2cff028,INDIVIDUAL,1,2,2,1207072.0,2.144,1.13,181802.09,728736.1176470588,12388514.0,72.0,1.0,1
009b61fc-6973-4015-96b5-c79e393c4cdd,INDIVIDUAL,1,1,1,651086.0,1.717,0.05,999.42,19346.0,38692.0,2.0,0.2066824199945023,0
00cee7b7-5fcf-43da-8962-dca983a513e8,INDIVIDUAL,1,1,1,48417.0,,0.0,244751.59,2185172.788235294,0.0,0.0,0.6045024827184643,0
0100e3f6-2775-4c8e-a362-342435ce74aa,INDIVIDUAL,1,1,1,14.0,0.881,0.0,21897.91,180876.44444444444,0.0,0.0,0.057067343032974296,0
010b7b7d-26b4-4a2b-8749-fc7897cf20ce,INDIVIDUAL,1,1,1,1954844.0,,0.0,44243.7,269484.36363636365,0.0,0.0,0.6801862109901712,0
012b7679-7c90-446c-b991-56e53536804b,INDIVIDUAL,1,1,1,1869136.0,1.399,0.0,27167.99,1493203.7277777777,0.0,0.0,0.9154358257209052,0
012c65b8-e427-4712-b109-9487b1a4cfd7,INDIVIDUAL,1,1,1,2036.0,-0.996,0.32,29158.49,133573.66666666666,2003605.0,18.0,0.6658037434773789,0
0132695e-4a01-4331-b597-b44cb1d9e35f,INDIVIDUAL,1,1,1,,,0.0,32870.28,857659.9038461539,0.0,0.0,0.4634201395841357,0
017854e6-01aa-4fa4-aef9-0c3ff2273615,INDIVIDUAL,1,1,1,1006725.0,10.331,0.0,31603.32,457657.6060606061,0.0,0.0,0.8437591296500683,0
01866156-28e6-41f1-9825-5ce8d728d849,BUSINESS,0,1,1,,,0.95,171693.35,722031.875,11552510.0,60.0,0.9995457725404274,0
0195e338-d2b7-46fb-849a-ba99b8347816,INDIVIDUAL,1,1,1,2943536.0,9.964,0.0,16818.95,1263393.0,0.0,0.0,0.9878599573144299,0
01c195e7-b4c7-43a9-a132-32765fe233c8,INDIVIDUAL,1,1,1,662890.0,0.633,0.0,54921.23,612299.2619047619,0.0,0.0,0.1446995398865888,0
01d4c6e5-c44b-4687-b60e-bd9b515948c8,INDIVIDUAL,1,1,1,2261120.0,13.368,0.0,110819.16,544353.4615384615,0.0,0.0,0.982235924360779,0
01f7e2ed-1f63-4411-bfe9-7b1598d0cd73,INDIVIDUAL,1,1,1,1496240.0,0.91,0.67,77256.3,316612.875,5065806.0,39.0,0.9978058579578057,0
0210a25f-1861-4066-92ee-efd1ce6f93b4,INDIVIDUAL,1,1,1,96312.0,0.112,0.15,58871.59,546664.8,2733324.0,6.0,0.32420449728653095,0
0214de09-e9d4-4bdd-92af-d5ea35c7513b,INDIVIDUAL,1,1,1,13433.0,,0.0,10787.89,121953.0,0.0,0.0,0.053847454042609634,0
02337a26-5615-4fa5-9774-b05fbfc31a0d,INDIVIDUAL,1,1,1,354621.0,,0.28,17901.48,99949.91666666669,1199399.0,19.0,0.9245464479391873,0
0273a751-2655-427e-8315-661eef4af29f,INDIVIDUAL,1,1,1,,,0.0,38113.9,1511864.9375,0.0,0.0,0.3529050395947962,0
028adc19-3b62-4e2a-aa88-f07df863a1e4,INDIVIDUAL,1,1,1,1751265.0,15.283,0.0,34547.33,525148.0,0.0,0.0,0.9285273378157105,0
02d23d68-836c-4850-afad-6c12744afb09,INDIVIDUAL,1,1,1,661847.0,,0.0,64853.51,498975.0,0.0,0.0,0.19194708248060965,0
02db2078-685c-4915-9465-c052e09cb715,INDIVIDUAL,1,1,1,,,0.0,72642.86,923291.746031746,0.0,0.0,0.3409548470932887,0
02e1528c-98be-4eec-91c0-baeb22c84115,INDIVIDUAL,1,1,1,1330450.0,1.513,0.18,21526.26,142483.33333333334,1282350.0,10.0,0.8086010290088578,0
02f79979-7fe2-4d70-a10c-c4235f771566,INDIVIDUAL,1,1,1,1933749.0,,0.09,38404.89,551384.5,2205538.0,5.0,0.8107896458197997,0
03091056-f3d8-41f4-b2e9-83218b11445c,INDIVIDUAL,1,1,1,7802202.0,,0.0,101061.9,2217586.8,0.0,0.0,0.9997755914807992,0
0349cda4-6463-429e-9bc9-54efac34114b,INDIVIDUAL,1,1,1,,,0.0,84572.72,382303.21428571426,0.0,0.0,0.56721651352657,0
034fa4ea-a6b0-4821-88b2-a2f27702fcdd,INDIVIDUAL,1,1,1,476733.0,,0.0,26622.91,422423.4666666667,0.0,0.0,0.14595575726913776,0
0362f0d4-7f03-4563-955b-118f75bd2414,INDIVIDUAL,1,1,1,1437888.0,,0.0,63244.04,367144.0,0.0,0.0,0.266273509679231,0
0379be15-74ea-416b-9a8d-102aa7942137,INDIVIDUAL,1,1,1,40.0,-2.03,0.08,19818.87,365233.5,730467.0,3.0,0.06889123480158804,0
037a360f-6aeb-495f-ba7d-d51312e9792a,INDIVIDUAL,1,1,1,1615649.0,9.255,0.34,77191.95,384263.2307692308,4995422.0,22.0,0.9969416607394659,0
037b3165-e4aa-4eed-8732-40099475aee7,INDIVIDUAL,1,1,1,,,0.0,1991.0,385691.26666666666,0.0,0.0,0.32346036490765956,0
039484c3-caec-4e1a-ad95-f91ea9f7c4cf,INDIVIDUAL,1,1,1,3444.0,-0.566,0.0,116169.22,532442.25,0.0,0.0,0.1296632451001273,0
0397fe3c-a1d7-481a-90b9-66e42bba6b71,INDIVIDUAL,1,1,1,248657.0,2362.771,0.0,42837.11,417539.1666666667,0.0,0.0,1.0,1
039d26db-82dd-4b4f-bc19-177c49340209,INDIVIDUAL,1,1,1,,,0.0,53670.09,1387640.7142857143,0.0,0.0,0.19273389808895075,0
03a909a8-3d3b-467d-b80b-88844517835c,INDIVIDUAL,1,1,1,1429657.0,5.543,1.0,9701.0,9701.0,9701.0,0.0,0.6851546109079004,0
03b029b4-858b-4cbe-b104-85f295ce6a6d,INDIVIDUAL,1,1,1,1364816.0,-0.386,0.0,10580.52,852527.0,0.0,0.0,0.6694368003160948,0
03c1146a-2ca5-4bbc-9288-98e6411ca2c5,INDIVIDUAL,1,1,1,2024969.0,7.503,0.0,68461.22,312965.5714285714,0.0,0.0,0.8818440022148182,0
03d02db3-9bc5-4621-963c-d38785fbed69,INDIVIDUAL,1,1,1,850103.0,,0.04,1941.48,52142.5,104285.0,2.0,0.14220478537030537,0
040c0d59-64ce-4b2b-ac9d-9d42216b0e9e,INDIVIDUAL,1,1,1,1494287.0,5.224,0.0,74333.94,1357404.7333333334,0.0,0.0,0.886208060110549,0
0425a8f1-3b83-4526-929b-0f43a84620be,INDIVIDUAL,1,1,1,1296413.0,5.072,1.0,50.0,50.0,50.0,1.0,0.5442007161997099,0
04367b5a-9a48-4f79-9f86-6e3aff236b72,INDIVIDUAL,1,1,1,1359599.0,5.2,0.73,63518.57,255675.58823529413,4346485.0,47.0,0.9997644244001872,0
04533a35-cffb-45cf-b46a-805a89d2af57,INDIVIDUAL,1,1,1,4425.0,,0.0,29643.38,308432.3333333333,0.0,0.0,0.2519450114509872,0
04556d7e-afd7-4645-a0d5-306b82beb944,INDIVIDUAL,1,1,1,,,0.0,111482.74,471810.875,0.0,0.0,0.17725230648818768,0
045b4537-01ac-4a25-80c4-c7d2a15b5397,INDIVIDUAL,1,1,1,167950.0,,0.0,63379.84,1606386.025,0.0,0.0,0.6243705687780253,0
0464a1f4-e21f-45a5-9b19-417554d85243,INDIVIDUAL,1,1,1,,,0.0,43392.43,391417.4285714286,0.0,0.0,0.14281394253475396,0
04712bbb-c5a3-4962-9e2f-768138f2829e,INDIVIDUAL,1,1,1,1068208.0,1.479,0.0,123284.32,1420073.3333333335,0.0,0.0,0.7395037507571546,0
04e5d355-4148-4702-b759-1c42fdf5e320,INDIVIDUAL,1,1,1,1123311.0,37.314,0.33,65410.67,299687.64285714284,4195627.0,21.0,0.9999737608290729,1
04ea48d7-92f7-4c0f-93e8-5a980568a16c,INDIVIDUAL,1,1,1,1742636.0,5.882,0.0,40892.24,347619.1111111111,0.0,0.0,0.3689129517447986,0
0532403e-b732-4c80-ada1-161d30fce210,INDIVIDUAL,1,1,1,1401706.0,3.257,0.0,68478.9,1145954.2954545454,0.0,0.0,0.6814491361432576,0
